emp_no,first_name,last_name,title,to_date,from_date,salary
477543,Alexius,Pouyioutas,Engineer,1993-05-16,1985-05-16,40000
439704,Youssef,Jording,Assistant Engineer,1992-05-16,1985-05-16,50330
461807,Shan,Rossi,Engineer,1994-05-16,1985-05-16,44331
37891,Sumali,Munro,Senior Engineer,9999-01-01,1985-05-16,40000
41759,Charmane,Lagarias,Staff,1991-05-16,1985-05-16,80164
80896,Paloma,Hardjono,Senior Staff,9999-01-01,1985-05-16,40000
443325,Rasiah,Stanger,Staff,1992-05-16,1985-05-16,70192
53436,Filipe,Mitsuhashi,Engineer,1990-05-16,1985-05-16,40000
56581,Zhenbing,Cappello,Staff,1994-05-16,1985-05-16,84306
21692,Reinhard,Hitomi,Engineer,1993-05-16,1985-05-16,57798
11295,Abdelkader,Lanzelotte,Staff,1990-05-15,1985-05-15,66622
284146,Jouni,Peot,Engineer,1990-05-15,1985-05-15,71644
14923,Shuzo,Gyorkos,Technique Leader,9999-01-01,1985-05-15,40000
485390,Honglan,Wixon,Technique Leader,9999-01-01,1985-05-15,40000
25007,Dipankar,Showalter,Engineer,1990-05-15,1985-05-15,40000
258901,King,Keirsey,Engineer,1993-05-15,1985-05-15,40000
288202,Heekeun,Yavatkar,Staff,1990-05-15,1985-05-15,53954
100444,Arno,Itzigehl,Senior Staff,9999-01-01,1985-05-15,74848
268393,Ung,Garigliano,Staff,1990-05-15,1985-05-15,54177
98436,Akeel,Khalid,Engineer,1991-05-15,1985-05-15,40000
265829,Demos,Menhoudj,Staff,1993-05-15,1985-05-15,56486
108122,Moti,Terkki,Senior Staff,9999-01-01,1985-05-15,75832
208686,Gadiel,Farrag,Staff,1994-05-15,1985-05-15,61183
287815,Huiqun,Rodham,Senior Engineer,9999-01-01,1985-05-14,54494
431486,Augustine,Restivo,Technique Leader,9999-01-01,1985-05-14,44968
205244,Yonghoan,Heuter,Staff,1992-05-14,1985-05-14,40000
424570,Gil,Klyachko,Staff,1990-05-14,1985-05-14,59705
448779,Alair,Gelosh,Engineer,1990-05-14,1985-05-14,40000
94342,Ramalingam,Demizu,Engineer,1990-05-14,1985-05-14,40000
51294,Tetsushi,Pell,Staff,1991-05-14,1985-05-14,52607
252545,Itzchak,Zolotykh,Technique Leader,9999-01-01,1985-05-14,59491
16852,Yefim,Fontet,Engineer,1993-05-14,1985-05-14,48864
203525,Inderjeet,Snyers,Staff,1991-05-14,1985-05-14,40000
44397,Moon,Mitsuhashi,Engineer,1990-05-14,1985-05-14,40993
470102,Tze,Stamatiou,Senior Staff,9999-01-01,1985-05-14,47222
490820,Kagan,Simmen,Staff,1990-05-14,1985-05-14,40000
102765,Arnould,Lipner,Staff,1991-05-13,1985-05-13,65088
412125,Neelam,Asmuth,Engineer,1990-05-13,1985-05-13,40000
87851,Aloys,Asser,Staff,1992-05-13,1985-05-13,40000
200348,Abdulla,Back,Engineer,1991-05-13,1985-05-13,56392
12069,Ayonca,Burnard,Assistant Engineer,1990-05-13,1985-05-13,51928
229701,Xinglin,Nollmann,Engineer,1994-05-13,1985-05-13,45356
489318,Uta,Stellhorn,Engineer,1992-05-13,1985-05-13,50867
223491,Diederik,Snyers,Engineer,1994-05-13,1985-05-13,40000
459596,Constantino,Bernardinello,Senior Engineer,9999-01-01,1985-05-13,51639
206760,Feixiong,Baumann,Staff,1991-05-12,1985-05-12,59363
64510,Sachio,Radwan,Assistant Engineer,1993-05-12,1985-05-12,57060
453928,Constantino,Underwood,Senior Staff,9999-01-01,1985-05-12,68671
431333,Sven,Zambonelli,Engineer,1990-05-12,1985-05-12,40000
236019,Nishit,Gerlach,Assistant Engineer,1990-05-12,1985-05-12,66788
402394,Jeanne,Kossowski,Staff,1994-05-12,1985-05-12,40000
33270,Chanjung,Ebeling,Staff,1992-05-12,1985-05-12,64195
483251,Bedir,Maquelin,Engineer,1994-05-12,1985-05-12,40000
248259,Tze,Serre,Engineer,1991-05-12,1985-05-12,40000
280681,Nahum,Braccini,Senior Engineer,9999-01-01,1985-05-12,40000
287518,Chinhyun,McConalogue,Staff,1992-05-11,1985-05-11,51177
472985,Khun,Lieblein,Engineer,1994-05-11,1985-05-11,43142
65431,Emdad,Streit,Senior Engineer,9999-01-01,1985-05-11,58976
426948,Stella,Waymire,Staff,1991-05-11,1985-05-11,58523
463785,Marlo,Felder,Senior Staff,9999-01-01,1985-05-11,80811
486176,Rayond,Babb,Engineer,1990-05-11,1985-05-11,41310
236259,Baruch,Mondadori,Staff,1994-05-11,1985-05-11,79189
279207,Zorica,Birch,Engineer,1993-05-11,1985-05-11,41372
272685,Emdad,Trachtenberg,Staff,1994-05-11,1985-05-11,97175
90889,Berhard,Braccini,Engineer,1991-05-11,1985-05-11,45704
260922,Irena,Bugrara,Engineer,1991-05-11,1985-05-11,40000
33631,Tonny,Ozeri,Senior Staff,9999-01-01,1985-05-11,66795
406625,Aron,Vesna,Staff,1992-05-11,1985-05-11,40000
60831,Rildo,Peltason,Senior Engineer,9999-01-01,1985-05-11,40000
274066,Navin,Aloisi,Staff,1994-05-11,1985-05-11,65483
257992,Kazuhito,Besancenot,Staff,1991-05-10,1985-05-10,46394
92644,Hideo,Baig,Engineer,1990-05-10,1985-05-10,40000
104536,Shooichi,Ernst,Senior Staff,9999-01-01,1985-05-10,74153
224899,Taisook,Taubman,Technique Leader,9999-01-01,1985-05-10,40000
260669,Nitsan,Sinicrope,Engineer,1991-05-10,1985-05-10,40000
28322,Premal,Millington,Staff,1992-05-10,1985-05-10,51484
267282,Guttorm,Szmurlo,Technique Leader,9999-01-01,1985-05-10,53228
499580,Karsten,Perri,Engineer,1994-05-10,1985-05-10,57132
14005,Vojin,Stellhorn,Technique Leader,9999-01-01,1985-05-10,40000
271300,Gilbert,Curless,Staff,1992-05-10,1985-05-10,70448
296625,Goa,Erdi,Staff,1990-05-10,1985-05-10,57722
448328,Dipayan,Kavraki,Senior Staff,9999-01-01,1985-05-10,40000
261803,Hugh,Kowalchuk,Senior Engineer,9999-01-01,1985-05-10,57206
432789,Leucio,Slaats,Senior Staff,9999-01-01,1985-05-10,44771
54924,Mayumi,Krupka,Staff,1990-05-09,1985-05-09,40000
82460,Claude,Zhang,Engineer,1992-05-09,1985-05-09,40000
283673,Tadanori,Litecky,Engineer,1993-05-09,1985-05-09,71919
211897,Perry,Lalonde,Engineer,1994-05-09,1985-05-09,55016
458297,Youssef,Ranst,Staff,1994-05-09,1985-05-09,40000
26192,Geoffry,Tetzlaff,Senior Engineer,9999-01-01,1985-05-09,55928
478435,Constantijn,Schwabacher,Staff,1992-05-09,1985-05-09,80627
21851,Falguni,Budinsky,Staff,1993-05-09,1985-05-09,68104
498766,Kousuke,Zschoche,Senior Engineer,9999-01-01,1985-05-09,41395
236574,Jacqueline,Munch,Engineer,1990-05-09,1985-05-09,54092
484153,Claudi,Pardalos,Engineer,1992-05-08,1985-05-08,40000
279808,Tooru,Dolinsky,Engineer,1992-05-08,1985-05-08,43069
69122,Weiwu,Templeman,Senior Staff,9999-01-01,1985-05-08,40000
201465,Etsuo,Peyn,Engineer,1992-05-08,1985-05-08,56714
108994,Shahar,Bashian,Technique Leader,9999-01-01,1985-05-08,40222
38114,Leen,Lukaszewicz,Senior Engineer,9999-01-01,1985-05-08,40000
19826,Fox,Christ,Senior Staff,9999-01-01,1985-05-08,53382
59611,Wanqing,Fraisse,Staff,1993-05-08,1985-05-08,85607
289509,Deborah,Tanemo,Senior Staff,9999-01-01,1985-05-08,40000
452061,Ramya,Tramer,Staff,1993-05-08,1985-05-08,63936
487538,Tomokazu,Douceur,Staff,1990-05-08,1985-05-08,78135
262047,Aksel,Thibadeau,Engineer,1994-05-07,1985-05-07,67633
257357,Lidong,Gomatam,Senior Engineer,9999-01-01,1985-05-07,40000
22776,Ekawit,Whitcomb,Staff,1993-05-07,1985-05-07,54775
292457,Josyula,Erev,Engineer,1992-05-07,1985-05-07,40000
240143,Tremaine,Demri,Senior Staff,9999-01-01,1985-05-07,68828
475961,Udaiprakash,Gustavson,Engineer,1991-05-07,1985-05-07,50849
224907,Holgard,Matzke,Staff,1992-05-07,1985-05-07,79549
24034,Murthy,Validov,Engineer,1993-05-07,1985-05-07,40000
33137,Shietung,Ranon,Staff,1992-05-07,1985-05-07,49486
229423,Stafford,Murtafg,Staff,1991-05-07,1985-05-07,72960
414492,Emdad,Azevdeo,Engineer,1990-05-07,1985-05-07,40906
261517,Caolyn,Orsini,Staff,1994-05-07,1985-05-07,40000
273213,Masako,Sommen,Senior Staff,9999-01-01,1985-05-06,40691
101519,Marek,Macedo,Engineer,1991-05-06,1985-05-06,61833
244229,Kristina,Melichar,Assistant Engineer,1992-05-06,1985-05-06,40000
80375,Atreye,Peac,Engineer,1991-05-06,1985-05-06,40000
434602,Maja,Angel,Engineer,1993-05-06,1985-05-06,49350
444274,Bokyung,Uludag,Staff,1994-05-06,1985-05-06,69819
268661,Mohammad,Zaccaria,Staff,1994-05-06,1985-05-06,78913
438397,Masanao,Schaap,Staff,1994-05-06,1985-05-06,40000
221663,Parto,Pileggi,Staff,1993-05-06,1985-05-06,40000
56531,Quingbo,Renear,Engineer,1990-05-06,1985-05-06,43954
21636,Munir,Erde,Staff,1990-05-05,1985-05-05,48121
468650,Alexius,Huttel,Engineer,1994-05-05,1985-05-05,52093
488279,Danny,Rohrbach,Senior Staff,9999-01-01,1985-05-05,103444
457196,Sanjiv,Chachaty,Staff,1993-05-05,1985-05-05,40000
222339,Junichi,Grabner,Assistant Engineer,1993-05-05,1985-05-05,44548
46392,Emdad,Zykh,Staff,1994-05-05,1985-05-05,60793
434178,Lillian,Makinen,Technique Leader,9999-01-01,1985-05-05,44443
97660,Mantis,Pramanik,Staff,1992-05-05,1985-05-05,42397
71405,Shuzo,Miake,Engineer,1990-05-05,1985-05-05,40000
281116,Kazuhira,Syrotiuk,Engineer,1994-05-05,1985-05-05,40518
240313,Sandeepan,Krupka,Engineer,1991-05-05,1985-05-05,48287
65669,Rafail,Muhlberg,Assistant Engineer,1994-05-05,1985-05-05,51364
277661,Hilari,Bednarek,Engineer,1994-05-05,1985-05-05,65535
95625,Bogdan,Negoita,Senior Engineer,9999-01-01,1985-05-04,48311
438105,Shen,Montemayor,Engineer,1992-05-04,1985-05-04,58106
273360,Kellie,Bade,Senior Engineer,9999-01-01,1985-05-04,43634
257301,Zhenhua,Kampfer,Senior Staff,9999-01-01,1985-05-04,79075
422246,Francesca,Kusakari,Staff,1990-05-04,1985-05-04,57119
482711,Alois,Jarecki,Senior Staff,9999-01-01,1985-05-04,68607
76443,Ute,Arlazarov,Staff,1990-05-04,1985-05-04,54959
457970,Herb,Matteis,Technique Leader,9999-01-01,1985-05-04,40000
446802,Parviz,Rosis,Engineer,1994-05-04,1985-05-04,45449
26012,Eric,Marwedel,Engineer,1991-05-04,1985-05-04,41765
282508,Juyoung,Merel,Assistant Engineer,1993-05-04,1985-05-04,54130
469536,Kinh,Chenney,Staff,1990-05-04,1985-05-04,74353
477399,Aruna,Falby,Engineer,1991-05-04,1985-05-04,40000
452877,Florina,Plump,Engineer,1990-05-04,1985-05-04,54833
272096,Geoffrey,Veevers,Senior Staff,9999-01-01,1985-05-04,40000
230348,Yongmao,Awdeh,Staff,1994-05-04,1985-05-04,46678
73220,Mokhtar,Serre,Staff,1992-05-04,1985-05-04,40000
460046,Domenick,Codenie,Senior Engineer,9999-01-01,1985-05-03,54229
227465,Bartek,Ducloy,Staff,1994-05-03,1985-05-03,55596
477985,Beshir,Mattern,Assistant Engineer,1992-05-03,1985-05-03,40000
25085,Tran,Usery,Staff,1993-05-03,1985-05-03,69009
468076,Susuma,Hofting,Technique Leader,9999-01-01,1985-05-03,40000
71644,Bogdan,Azuma,Staff,1994-05-03,1985-05-03,40000
89939,Zhongwei,Larfeldt,Staff,1990-05-03,1985-05-03,40000
473669,Maya,Doering,Engineer,1991-05-03,1985-05-03,62014
61093,Kokou,Rettelbach,Technique Leader,9999-01-01,1985-05-03,60333
493725,Anneke,Jeansoulin,Staff,1991-05-03,1985-05-03,67618
244286,Manohar,Pettit,Staff,1992-05-03,1985-05-03,56266
24183,Muneo,Rousseau,Staff,1990-05-03,1985-05-03,48461
62080,Toshimo,Birjandi,Staff,1991-05-03,1985-05-03,53225
296438,Along,Kushnir,Senior Staff,9999-01-01,1985-05-03,40000
291071,Emran,Vendrig,Engineer,1992-05-03,1985-05-03,40000
99643,Beshir,Babu,Staff,1991-05-03,1985-05-03,58318
414791,Junichi,Litzler,Staff,1993-05-03,1985-05-03,42066
229418,Uri,Sanella,Senior Engineer,9999-01-01,1985-05-02,40000
216423,Boaz,Lorcy,Engineer,1994-05-02,1985-05-02,40000
95393,Udaiprakash,Magliocco,Assistant Engineer,1994-05-02,1985-05-02,40000
263462,Theron,Jarecki,Senior Staff,9999-01-01,1985-05-02,40000
221308,Shounak,Kroft,Engineer,1992-05-02,1985-05-02,40000
489410,Falguni,Ratnakar,Staff,1991-05-02,1985-05-02,66310
105810,Subhankar,Shihab,Engineer,1993-05-02,1985-05-02,49644
32871,DeForest,Rullman,Staff,1992-05-02,1985-05-02,68073
240146,Joydip,Orlowski,Engineer,1994-05-02,1985-05-02,40000
404597,Aris,Fiebach,Staff,1993-05-02,1985-05-02,50488
256740,Marsal,Vanwelkenhuysen,Engineer,1991-05-02,1985-05-02,40000
18402,Bernice,Ritzmann,Staff,1991-05-02,1985-05-02,45396
216734,Yakkov,Swist,Engineer,1994-05-02,1985-05-02,40000
17745,Hatem,Schreiter,Engineer,1993-05-02,1985-05-02,40000
97985,Dekang,Botman,Senior Engineer,9999-01-01,1985-05-01,54124
34051,Jordanka,Motley,Senior Engineer,9999-01-01,1985-05-01,40000
243244,Sarita,Mitzlaff,Engineer,1994-05-01,1985-05-01,40000
297515,Florina,Erni,Engineer,1994-05-01,1985-05-01,65817
245580,Mohamadou,Kossowski,Staff,1992-05-01,1985-05-01,40000
214663,Bangqing,Baez,Engineer,1991-05-01,1985-05-01,61240
34673,Unal,Pews,Senior Staff,9999-01-01,1985-05-01,40000
60469,Angel,Kampfer,Staff,1991-05-01,1985-05-01,85944
73352,Boutros,Fortenbacher,Engineer,1992-05-01,1985-05-01,40000
91871,Selwyn,Androutsos,Engineer,1990-05-01,1985-05-01,40000
216722,Leen,Sudbeck,Engineer,1990-05-01,1985-05-01,45474
278024,Guangming,Sridhar,Staff,1990-05-01,1985-05-01,70454
96324,Alejandro,Bharadwaj,Engineer,1994-05-01,1985-05-01,58158
103938,Toshimi,Frolund,Assistant Engineer,1991-05-01,1985-05-01,40000
104054,Uinam,Rothe,Senior Engineer,9999-01-01,1985-05-01,51886
72923,Zhenbing,Decaestecker,Assistant Engineer,1991-05-01,1985-05-01,40000
85776,Dante,Reutenauer,Staff,1991-05-01,1985-05-01,51609
203883,Mart,Staylopatis,Engineer,1992-05-01,1985-05-01,40000
260281,Hidefumi,Lodder,Staff,1993-04-30,1985-04-30,49792
233602,Ulf,Aloia,Staff,1991-04-30,1985-04-30,59483
35830,Magy,McFarlan,Engineer,1994-04-30,1985-04-30,40000
11393,Junsik,Junot,Engineer,1992-04-30,1985-04-30,40000
248374,Dipankar,Speckmann,Engineer,1994-04-30,1985-04-30,51583
57508,Muneo,Rousseau,Staff,1994-04-30,1985-04-30,51043
18212,Constantino,Journel,Staff,1992-04-30,1985-04-30,40000
88385,Tran,Besancenot,Staff,1993-04-30,1985-04-30,61724
28079,Rimon,Salvesen,Engineer,1994-04-30,1985-04-30,45156
224467,Gad,Miyakawa,Engineer,1992-04-29,1985-04-29,40000
57980,Shay,Matheson,Engineer,1991-04-29,1985-04-29,47878
21639,Caolyn,Domenig,Engineer,1994-04-29,1985-04-29,44814
206168,Serap,Matzat,Staff,1990-04-29,1985-04-29,61158
408986,Yannik,Kilgour,Engineer,1992-04-29,1985-04-29,40000
472038,Garnet,Thombley,Engineer,1993-04-29,1985-04-29,57603
283847,Fai,Barriga,Senior Staff,9999-01-01,1985-04-29,67917
297980,Danai,Angiulli,Engineer,1994-04-29,1985-04-29,40000
285491,Oguz,Conia,Staff,1993-04-29,1985-04-29,67022
89030,Xinglin,Prochazka,Senior Engineer,9999-01-01,1985-04-29,40000
228500,Martial,Fontet,Staff,1990-04-29,1985-04-29,50587
58457,Yuping,Delaune,Technique Leader,9999-01-01,1985-04-29,64272
412454,Dmitri,Fraisse,Engineer,1991-04-28,1985-04-28,60835
214445,Shaw,Decleir,Assistant Engineer,1994-04-28,1985-04-28,40000
58567,Eric,Scallan,Staff,1990-04-28,1985-04-28,84035
232203,Shaowei,Pollock,Technique Leader,9999-01-01,1985-04-28,40000
251618,Piyawadee,Chachaty,Technique Leader,9999-01-01,1985-04-28,62749
479812,Fuqing,Staudhammer,Senior Staff,9999-01-01,1985-04-28,75803
495047,Tetsushi,Barbanera,Staff,1993-04-28,1985-04-28,40000
480459,Stevo,Oxman,Engineer,1993-04-28,1985-04-28,58437
36660,Uli,Potthoff,Staff,1990-04-28,1985-04-28,40000
407499,Suebskul,Schapire,Engineer,1994-04-28,1985-04-28,52185
447665,Martien,Schaar,Staff,1990-04-28,1985-04-28,57005
23589,Ziya,Perko,Engineer,1993-04-28,1985-04-28,48998
411222,Yechezkel,Kakkad,Staff,1991-04-28,1985-04-28,41341
234253,Subhash,Staylopatis,Senior Staff,9999-01-01,1985-04-28,76111
412817,Niclas,Garnier,Senior Staff,9999-01-01,1985-04-28,40000
281249,Sudharsan,Hasham,Staff,1992-04-28,1985-04-28,56007
279477,Moon,Kalsbeek,Senior Staff,9999-01-01,1985-04-28,58962
438385,Kazuhisa,Zhiwei,Staff,1990-04-27,1985-04-27,40000
453448,Nahum,Coorg,Staff,1994-04-27,1985-04-27,51914
16365,Janalee,Mellouli,Staff,1990-04-27,1985-04-27,40000
408488,Navin,Edelhoff,Staff,1992-04-27,1985-04-27,41913
456959,Giordano,Figueira,Engineer,1990-04-27,1985-04-27,57101
449262,Woody,Slobodova,Senior Engineer,9999-01-01,1985-04-27,66489
109481,Charmane,Heijenga,Engineer,1992-04-27,1985-04-27,40000
264311,Christoper,Muniz,Assistant Engineer,1992-04-27,1985-04-27,42966
52299,Shin,Baranowski,Engineer,1990-04-27,1985-04-27,63020
272577,Mark,Glinert,Senior Engineer,9999-01-01,1985-04-27,40000
404299,Rimli,Peot,Staff,1992-04-27,1985-04-27,40000
200985,Shichao,Gecseg,Staff,1994-04-26,1985-04-26,76045
276455,Remko,Awdeh,Staff,1990-04-26,1985-04-26,89931
279875,KayLiang,Kornyak,Staff,1993-04-26,1985-04-26,62259
463155,Aemilian,Sabnani,Senior Engineer,9999-01-01,1985-04-26,40000
52842,Ohad,Murtafg,Senior Staff,9999-01-01,1985-04-26,40000
231557,Janche,Griswold,Engineer,1993-04-26,1985-04-26,40000
69982,Sanjoy,Lindqvist,Staff,1993-04-26,1985-04-26,64773
15600,Mack,Perna,Engineer,1994-04-26,1985-04-26,40000
494906,Qingxiang,Bisiani,Senior Staff,9999-01-01,1985-04-26,40000
67115,Siamak,Bernardeschi,Engineer,1991-04-26,1985-04-26,40000
86952,Richard,Oskamp,Staff,1993-04-26,1985-04-26,42728
20055,Hairong,Swiss,Senior Staff,9999-01-01,1985-04-26,40000
19758,Rildo,Birdsall,Engineer,1990-04-26,1985-04-26,40000
262486,Pranas,Farrow,Engineer,1990-04-26,1985-04-26,40000
271495,Lena,Falco,Engineer,1992-04-25,1985-04-25,40000
242501,Huei,Zallocco,Staff,1990-04-25,1985-04-25,62354
29597,Yoshinari,Codenie,Engineer,1990-04-25,1985-04-25,40000
427902,Tamiya,Rosen,Staff,1991-04-25,1985-04-25,40000
475787,Zhiwei,Ramsak,Staff,1991-04-25,1985-04-25,76562
102757,Arno,Pardalos,Senior Engineer,9999-01-01,1985-04-25,62091
241666,Mechthild,Tibblin,Senior Engineer,9999-01-01,1985-04-25,40000
427650,Maya,Luck,Senior Engineer,9999-01-01,1985-04-25,40000
299378,Lakshmi,Gerlach,Engineer,1990-04-25,1985-04-25,51616
494976,Zhaofang,Asrin,Engineer,1993-04-25,1985-04-25,41582
404307,King,Lakshmanan,Senior Engineer,9999-01-01,1985-04-25,40000
26391,Baoqiu,Kermarrec,Staff,1993-04-25,1985-04-25,59753
425882,Akemi,DasSarma,Staff,1992-04-25,1985-04-25,50268
456553,Aram,Gulla,Staff,1994-04-25,1985-04-25,61704
26999,Snehasis,Worfolk,Engineer,1994-04-25,1985-04-25,40000
498959,Chenye,Badache,Engineer,1993-04-25,1985-04-25,40000
243811,Heather,Openshaw,Engineer,1993-04-25,1985-04-25,40000
416032,Patricio,Schicker,Senior Staff,9999-01-01,1985-04-24,82372
291216,Satoru,Einsfeld,Senior Engineer,9999-01-01,1985-04-24,48123
421205,Kensyu,Scallan,Engineer,1992-04-24,1985-04-24,52916
477523,Patricio,Kavvadias,Engineer,1992-04-24,1985-04-24,56365
217845,Deborah,Matheson,Technique Leader,9999-01-01,1985-04-24,40000
37359,Sangeeta,Karnin,Staff,1990-04-24,1985-04-24,69896
280949,Make,Setiz,Engineer,1994-04-24,1985-04-24,59700
256163,Lakshmi,Mamelak,Staff,1994-04-24,1985-04-24,40000
237202,Hongzhu,Hettesheimer,Staff,1992-04-24,1985-04-24,67823
106592,Dipayan,Schade,Staff,1991-04-24,1985-04-24,40000
45331,Keung,Peot,Senior Engineer,9999-01-01,1985-04-24,40000
32180,Abdelaziz,Hofman,Staff,1994-04-24,1985-04-24,58455
273037,Hongzue,Bernini,Staff,1993-04-24,1985-04-24,40000
217070,Aksel,Gargeya,Staff,1994-04-24,1985-04-24,58281
261852,Vesna,Orsini,Staff,1992-04-24,1985-04-24,48340
427140,Jaideep,Jeong,Staff,1994-04-24,1985-04-24,40000
253832,Jixiang,Foong,Technique Leader,9999-01-01,1985-04-24,42277
411962,Tooru,Murillo,Staff,1992-04-24,1985-04-24,72868
49075,Ravishankar,Orlowska,Senior Engineer,9999-01-01,1985-04-24,40000
93960,Xianlong,Seghrouchni,Staff,1991-04-23,1985-04-23,79786
102870,Marsal,Alpay,Senior Staff,9999-01-01,1985-04-23,48805
280760,Rafail,Klassen,Engineer,1993-04-23,1985-04-23,43194
483842,Marjo,DiGiano,Senior Engineer,9999-01-01,1985-04-23,40032
437502,Naftali,Schreiter,Engineer,1991-04-23,1985-04-23,40000
98495,Duke,Showalter,Staff,1994-04-23,1985-04-23,44909
69064,Alair,Babb,Engineer,1991-04-23,1985-04-23,40445
401828,Anoosh,Quittner,Staff,1991-04-23,1985-04-23,56864
466797,Raimond,Thimonier,Staff,1991-04-23,1985-04-23,74981
49279,Jovan,Docker,Staff,1994-04-23,1985-04-23,40000
218731,Youjian,Diderrich,Senior Staff,9999-01-01,1985-04-23,83451
281093,Anyuan,Legleitner,Engineer,1992-04-23,1985-04-23,59891
84393,Marke,Yemenis,Staff,1990-04-23,1985-04-23,69190
225552,Sariel,Lalonde,Engineer,1993-04-23,1985-04-23,48598
477030,Alois,Siksek,Technique Leader,9999-01-01,1985-04-22,40000
34947,Mario,Perfilyeva,Staff,1994-04-22,1985-04-22,85470
201714,Lokesh,Hinsberger,Senior Engineer,9999-01-01,1985-04-22,40000
464871,Tze,Alameldin,Technique Leader,9999-01-01,1985-04-22,40190
444420,Gita,Ramsay,Senior Engineer,9999-01-01,1985-04-22,40000
292117,Houman,Mungall,Technique Leader,9999-01-01,1985-04-22,42511
247400,Huei,Chappelet,Assistant Engineer,1993-04-22,1985-04-22,40000
270970,Jaroslava,Picaronny,Engineer,1992-04-22,1985-04-22,45000
287901,Selwyn,Huxford,Senior Engineer,9999-01-01,1985-04-22,66862
44869,JoAnne,Serov,Staff,1993-04-22,1985-04-22,66539
212758,Phule,Stasinski,Senior Engineer,9999-01-01,1985-04-22,48546
221881,Subhash,Cyne,Senior Staff,9999-01-01,1985-04-22,79504
235566,Xuedong,Kleiser,Staff,1992-04-22,1985-04-22,61109
272085,Arie,Swen,Staff,1993-04-22,1985-04-22,50027
239134,Moss,Magalhaes,Senior Staff,9999-01-01,1985-04-22,52313
459467,Arunas,Bahl,Staff,1991-04-22,1985-04-22,51935
212433,Zhensheng,Brodal,Engineer,1990-04-22,1985-04-22,51420
54950,Yuriy,Anick,Engineer,1990-04-21,1985-04-21,51468
258153,Billie,Guting,Engineer,1991-04-21,1985-04-21,40000
421839,Rosli,Bennet,Staff,1992-04-21,1985-04-21,47771
206530,Xuedong,Roison,Staff,1994-04-21,1985-04-21,40819
283027,Radoslaw,Parfitt,Senior Engineer,9999-01-01,1985-04-21,52302
48557,Halsur,Picht,Staff,1993-04-21,1985-04-21,40000
94270,Serge,Heuser,Staff,1994-04-21,1985-04-21,47324
103178,Tetsurou,Argence,Engineer,1994-04-21,1985-04-21,60955
62793,Beshir,Klerer,Engineer,1991-04-20,1985-04-20,46484
279691,Peternela,Lindenbaum,Senior Staff,9999-01-01,1985-04-20,53724
497448,Karsten,Suwa,Staff,1992-04-20,1985-04-20,73036
428465,Goetz,Journel,Engineer,1990-04-20,1985-04-20,44838
35860,Conrado,Zschoche,Engineer,1992-04-20,1985-04-20,73292
417384,Mansur,Valtorta,Senior Staff,9999-01-01,1985-04-20,40000
433180,Yuichiro,Panwar,Engineer,1991-04-20,1985-04-20,55355
419912,Jeanne,Kolvik,Engineer,1990-04-20,1985-04-20,40000
449400,Jouko,Gluchowski,Staff,1991-04-20,1985-04-20,44593
450783,Sigeru,Turnbull,Staff,1994-04-20,1985-04-20,40000
202921,Frazer,Brookner,Engineer,1990-04-20,1985-04-20,40000
31501,Martial,Penn,Senior Engineer,9999-01-01,1985-04-20,40000
36987,Brigham,Erde,Staff,1993-04-20,1985-04-20,64202
478131,Navid,Pettit,Staff,1992-04-20,1985-04-20,57932
83092,Bernt,Kranzdorf,Engineer,1993-04-20,1985-04-20,40000
96609,Bowen,Kemmerer,Engineer,1992-04-20,1985-04-20,40000
10848,Fen,Bratsberg,Engineer,1992-04-20,1985-04-20,50475
88597,Zita,Narwekar,Engineer,1990-04-20,1985-04-20,40000
442599,Nathan,Thombley,Engineer,1994-04-19,1985-04-19,40000
289554,Teruyuki,Piazza,Staff,1992-04-19,1985-04-19,40000
253758,Jouni,Calkin,Engineer,1993-04-19,1985-04-19,50818
28972,Jianhao,Radivojevic,Staff,1992-04-19,1985-04-19,75895
417073,Foong,Ecklund,Senior Engineer,9999-01-01,1985-04-19,41111
254788,Jouko,Merlo,Staff,1994-04-19,1985-04-19,53230
241525,Yechezkel,Journel,Engineer,1992-04-19,1985-04-19,46200
444830,Rasikan,Koprowski,Senior Staff,9999-01-01,1985-04-19,61837
486284,Venkatesan,Peternell,Staff,1991-04-19,1985-04-19,61617
282638,Sangeeta,DeMori,Senior Staff,9999-01-01,1985-04-19,68549
69687,Oksana,Minakawa,Engineer,1991-04-19,1985-04-19,40000
401529,Edwin,Sambasivam,Senior Engineer,9999-01-01,1985-04-19,58573
427488,Bingning,Norsworthy,Staff,1994-04-19,1985-04-19,66775
287886,Boaz,Khalid,Staff,1992-04-19,1985-04-19,43512
487182,Pantung,Kalefeld,Engineer,1994-04-18,1985-04-18,59129
481886,Danai,Erdmenger,Staff,1994-04-18,1985-04-18,40000
62930,Fumiyo,Flanders,Engineer,1990-04-18,1985-04-18,41842
235773,Georgi,Schonegge,Engineer,1993-04-18,1985-04-18,47507
45788,Shiv,Mitsuhashi,Assistant Engineer,1993-04-18,1985-04-18,48099
454450,Mandell,Hanabata,Staff,1993-04-18,1985-04-18,60037
498282,Nechama,Trachtenberg,Engineer,1991-04-18,1985-04-18,40000
18943,Anneli,Rando,Staff,1990-04-18,1985-04-18,54916
296833,Naftaly,Lubachevsky,Senior Engineer,9999-01-01,1985-04-18,66370
